Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp
792,3.865396577,7.12003195,2.598757246,76.24084504,78.07581955
764,5.130341949,5.196309342,3.623317018,76.5421929,66.75679732
708,3.132303444,1.853394328,1.80539633,75.69355056,75.14338075
686,2.185153961,5.748858865,1.903213247,76.5388416,87.43288648
1235,2.367840724,7.623085976,1.25801449,77.29195443,78.16118422
987,2.665617253,4.018005614,1.843347836,78.63672226,78.47456659
758,2.750954717,1.226343206,1.015933556,81.76118045,81.6880215
828,3.244163333,2.019875045,2.733952322,75.57957952,69.66348305
823,2.305869257,5.791692408,1.310673629,84.16009099,76.79217361
1191,5.482784687,4.512002009,2.948047155,76.63826756,71.37304545
888,2.52608611,7.372139846,2.652058798,76.34577832,71.47289546
1198,3.806824908,13.7398604,3.985981062,76.85968247,83.61579019
1438,3.128226213,3.346490991,2.327817285,84.17607262,75.92139198
818,5.397644751,6.131988084,3.316957104,77.21434426,69.53222638
1000,3.930661203,7.364336504,2.284601263,75.82697767,69.54421583
1399,4.381381886,8.97080939,1.46634242,76.26266191,66.49967161
886,3.631693873,1.999349808,2.97656721,76.44019324,75.46375295
749,3.095541248,6.136058888,1.843783669,75.71397306,75.40886311
694,4.295270647,8.738218642,3.65084698,77.7056233,80.32201184
785,3.146659946,3.498955899,1.725812092,83.16103892,86.87486974
1315,2.849190958,10.79314963,1.524400363,78.06878697,72.0048926
1184,2.372619137,6.617618572,1.496243819,77.28210117,79.15375025
505,3.576975829,9.374166899,2.048024059,76.71482026,78.78420609
767,3.675061993,6.603298744,2.240415747,77.22655708,71.87110652
446,3.307253008,5.31408285,1.85210283,82.32470999,66.73408761
647,2.603949053,4.936318463,3.187993497,74.93429982,72.34524423
1029,2.528493127,8.954362302,2.716114248,75.95288436,76.62333628
534,2.087385561,6.621157856,2.390512821,81.4642639,80.32029952
987,4.490323803,4.15726387,1.13433729,76.63368207,82.25107939
874,3.407217599,13.94429068,1.466438302,77.80772358,82.57096456
523,1.511865655,6.046909377,1.235807491,77.24107445,77.83806392
562,4.150302032,4.80189599,2.140263162,76.16860228,72.33027424
1041,4.211048148,5.424242712,1.414678159,77.09363254,80.05422254
782,4.040201043,8.220900417,2.007360751,77.77531311,80.84006699
445,2.687239783,5.760545552,1.600305477,78.33697313,79.02343452
936,3.364813897,6.182247945,4.417287961,75.49151562,82.58005316
650,2.997577204,5.764933376,2.490282301,75.1432173,72.34595682
617,2.990709605,6.54901514,6.197552294,76.4049741,84.03318673
1347,2.414643341,4.876241585,1.457513097,75.26315898,81.56763645
600,3.734678859,6.053931386,2.216198928,77.62046104,83.89694503
688,3.823272211,9.870076959,1.167653445,83.43233186,85.70527032
825,5.0305337,4.668960304,1.739986766,77.86264876,77.89553745
648,3.544289801,7.597946587,2.497971943,74.28819243,68.74409498
529,2.31711537,4.039166383,1.539632403,77.68264837,72.30861995
950,5.3097415,10.10625934,1.057721494,76.36927799,77.35814175
1203,2.665368319,2.358773106,1.202852648,78.10193865,67.94570791
763,3.45439631,0.70748525,2.34315387,75.33166277,79.7856706
485,3.697443532,9.483773241,3.469678095,76.82060646,78.97013721
562,2.463082563,6.881139774,2.248659484,78.04308625,72.26445907
737,1.970876938,7.204581113,2.82073315,77.7897889,82.50302116
789,2.659699125,6.62027882,2.568335208,77.22792487,84.90969208
574,3.811002826,7.185832721,2.011503037,72.75776885,75.03532166
1495,3.276229588,3.714396023,2.495263895,85.05324283,75.74300399
655,3.049225454,8.558616624,2.135557151,74.35515872,79.54537181
61,3.936640686,8.088475293,1.845085606,77.22721142,74.08819957
621,3.251042298,5.331135919,2.615028287,78.18545527,71.33767298
638,2.615483227,5.068611923,1.236515575,76.02573758,73.06879373
498,4.27398118,5.117908193,2.016983481,74.52986308,87.95347265
1292,4.504137567,8.657419753,2.959173557,76.50431081,71.74080651
597,2.538342344,5.484818547,1.594207478,76.64474947,75.23958504
537,3.243790979,10.1770417,2.876193696,76.83444042,74.56281898
1454,2.063374366,6.168260371,1.260120893,83.3722561,82.71824663
936,2.180274253,5.305812739,1.316996588,77.26184004,88.93803737
739,2.062189442,1.019498287,2.673459522,75.72895813,76.05953186
669,4.75222225,4.908258592,1.172749187,77.08120832,80.04572379
759,3.098269394,6.114424066,2.048741754,76.72128476,85.9934161
1001,3.253413641,10.71693833,2.678457739,77.94110894,77.70768985
655,2.268643363,5.260935012,1.178423122,77.63392578,81.62018498
735,2.522967499,1.792307183,1.153215419,75.83770408,73.92290695
1025,2.420329547,5.20372422,2.046826119,75.43178263,80.66457663
830,3.231907972,13.47917222,2.568096074,87.48036209,73.42821301
764,2.425454735,10.38884735,1.906345085,84.89775063,72.65488327
392,3.790763675,5.877435069,2.178261094,74.13751565,74.94727174
566,3.926408702,5.346514654,2.735715675,73.25631533,78.93767001
1060,2.577711215,8.817991096,1.386262699,76.85425042,75.65311677
503,3.812021251,7.087296927,3.133089432,77.31501706,84.94804004
660,3.094095829,7.547823706,1.640363219,77.16290552,84.43770336
730,2.894705653,7.200042284,1.611206597,76.20685163,76.34978708
384,2.416467175,3.037000966,2.059119824,77.68401735,74.4015811
1427,2.843244761,4.407384451,2.191825573,75.03197709,78.14429599
1020,4.944488187,4.264668457,0.765935329,77.31950699,89.4175268
524,3.927207909,8.354051129,3.209708351,75.74007323,72.83626693
769,4.631244448,6.585609115,1.639451776,75.96225642,83.64863101
1762,1.697487414,4.327845373,2.523371877,86.75034941,82.39321146
498,2.458123056,6.550534922,2.518692968,77.5702157,80.53521478
978,2.885046631,7.728681141,1.706789017,77.44947062,84.46201051
557,5.092596139,8.8042798,1.685475295,77.01268764,81.24854592
1494,2.443219945,3.54813907,1.953403356,82.2345409,83.95391428
1193,3.669257625,7.845989216,1.229372394,85.32262112,67.00910436
877,3.631450996,7.089282922,2.558019136,77.52379896,77.08443067
1368,4.486985582,7.12390587,2.460766507,75.84725757,82.64696219
651,3.990827342,7.889435394,1.558187376,74.26743363,79.81730819
608,2.572670052,7.350643825,1.332815947,77.73056017,89.50983233
749,4.965408672,6.52296665,1.563519822,75.59754474,72.60753256
846,0.262559643,7.645675892,1.476191338,76.03453571,76.35377757
719,3.988450917,9.621902131,2.569436043,82.87517149,82.05387484
534,5.922045388,18.04468571,5.946436035,77.29279073,74.73437228
1136,3.185263171,6.019692183,2.655349257,78.08796265,82.66689617
808,3.447234697,2.482351652,1.325859246,75.65853848,69.8405923
1546,3.903522346,6.205256347,5.554938746,78.82564108,73.67770336
881,2.885586435,16.4417969,3.070603983,78.0320789,84.72532733
541,1.952802533,10.50200546,1.850450898,75.58339424,80.58575951
711,2.9849569,8.123948535,1.943969342,75.88410414,85.20787583
907,2.682519003,4.185658313,1.520290576,78.88398672,76.87135039
784,3.283901655,8.185897983,1.590593652,77.44293151,68.66251643
1625,2.545094083,6.608659484,2.481089111,77.29909091,79.29173162
503,2.772644829,5.770035585,0.316839262,85.82789227,77.56042321
888,3.386023925,6.372444533,1.308321036,76.04142474,73.29376091
715,3.196151667,11.70795546,2.449067763,75.54189402,71.28187108
1017,3.012462092,8.602545849,0.293467804,81.80749263,81.2724523
873,3.682352808,0.720287572,3.575187358,76.59169972,82.71247017
459,1.904203197,6.251307575,1.54212355,72.25759443,84.09479595
457,2.490403515,6.094707675,1.576961337,82.47510911,75.49419986
661,2.442122139,7.807053422,1.204239926,78.09378628,78.36030342
968,5.466670252,6.973255898,2.309336004,75.47692383,69.59519681
626,4.632697599,9.455323672,0.458068702,86.20509396,79.93333144
782,5.974735552,11.53218551,2.015605223,76.30689899,78.25753194
845,3.779472379,7.825719783,1.560637789,76.41089699,86.06718086
997,3.204326799,4.912124837,2.055534896,78.35307743,81.37153571
690,4.302294943,8.539984102,2.680797767,76.91264832,80.34802779
1366,4.149745828,5.54838358,2.258294895,80.92530049,78.23179043
692,2.891998359,14.21951797,1.797976427,76.72310502,79.73042896
634,3.69659332,5.275128763,2.737650277,76.05146041,74.1452398
364,2.21772779,4.066201495,2.739853364,75.93571213,76.23058354
1223,4.795753145,7.022433402,3.164658305,75.876653,91.11461104
923,4.276761954,5.98310379,2.280236138,81.88810779,76.67537633
800,2.93406486,4.269467393,1.982474628,77.1181024,79.90451163
603,3.966540321,4.481230927,1.670172733,76.76488502,77.46895483
252,2.759883356,11.20968168,2.362124528,75.6913,72.19710817
833,4.108383967,8.621284301,2.304386666,76.89805695,83.89021387
833,3.872954689,3.859833498,1.290640505,76.64194728,82.48088545
1084,5.172630263,6.102316364,2.692722428,86.3708092,79.64278772
849,3.989355787,7.682056566,1.618087567,78.4016842,68.66274311
715,4.528338527,8.490079477,1.874078982,77.15611581,79.73147224
806,3.899727915,5.227293447,2.794372688,74.17042006,70.06813041
572,4.429403877,7.447112704,1.307446468,76.93653069,78.23200239
708,4.354764271,4.872244832,3.019734132,74.57370852,80.80001022
615,2.399981329,10.16321641,2.78011642,76.93075723,89.25354826
665,2.141618057,6.815386218,1.354210322,80.32336283,86.87306582
1025,3.231549875,6.209457359,1.528579611,75.59001223,82.17597614
683,3.086107214,9.225968028,2.817889157,75.04274541,76.79324193
681,2.965027525,7.244744592,2.170155651,77.3690442,88.22991178
485,2.754458406,0.464514665,2.405667293,76.27224433,89.43656359
812,5.295481735,6.649052591,5.859924294,76.90331573,79.77768526
722,3.900836784,7.44169691,1.632390046,76.2444532,86.26523742
587,4.239797423,4.752495135,1.138168528,82.52473385,75.75540332
738,2.618548329,3.58868115,1.13863725,76.14483341,76.05844783
635,0.521063743,5.757974393,2.513910012,82.68310723,85.27229838
996,2.608127735,6.800612307,1.944540566,78.01676253,73.00683046
451,2.766045521,4.693013289,2.609805163,86.84587814,84.93854802
679,3.618147415,7.132183673,3.093463303,77.13271391,76.35784803
624,3.340057339,6.378195182,1.681860731,77.38698652,74.29694441
1062,4.679656452,2.872015522,3.619698658,73.88150644,78.48334694
957,4.622658943,14.08468586,2.023662724,78.27725816,67.31525957
658,3.282544254,6.827312614,1.944635842,77.0628183,73.34429134
341,3.067883314,6.279435564,1.687463615,77.43066983,70.60409841
871,2.398899401,4.860208625,1.518455599,75.35549894,83.4914333
1217,5.296605097,5.411911986,1.233378322,76.23388415,70.69439636
498,2.327483796,5.561324534,2.001490898,76.27499551,75.1411027
448,4.286195029,5.423336394,1.683408041,73.18796565,77.227836
1033,2.70477606,8.561346228,1.631527352,83.26025428,80.6008894
671,5.392422469,1.435044777,3.267405342,76.13884402,84.82215304
839,2.099500496,5.687729612,2.477983528,76.00919952,80.44399103
498,3.853306961,8.1276191,3.201697424,76.39742387,75.03075772
570,3.857509761,8.984548369,2.491985631,73.74233106,74.83713268
671,3.666109837,7.775491523,1.234252713,84.53836057,80.75331221
987,0.752522214,4.801435254,2.41289945,77.96487524,68.74647065
756,2.795454552,4.141878738,1.541337491,74.59079474,76.42680449
853,2.150576285,6.264724374,2.929996462,77.48583441,89.54916725
906,2.449016828,6.598954549,2.637307066,76.91808788,87.06126678
1239,3.294236235,8.447343656,1.553658279,76.12144743,75.86489937
760,3.462016279,7.775932097,4.241514178,76.37083006,80.13823237
811,2.433504965,5.651829491,2.725157171,76.8271054,71.45894947
466,3.518939084,6.47762776,2.672414952,76.20646357,64.62487326
894,3.590043908,8.50727469,3.156422368,82.33773758,85.59917927
728,5.285307443,7.367831661,2.691749731,75.65683903,80.35066788
950,4.5889919,6.729097355,1.553493989,77.26184457,82.41921423
767,2.670704346,9.167774375,2.378518573,74.64265772,69.17741199
481,3.967326699,8.721202436,2.212565165,78.30909627,81.3657434
902,1.850996749,4.514291022,2.342351457,73.89413456,81.936728
856,2.999270668,12.95676065,1.305792316,74.69072043,68.391562
566,3.777509146,3.08151356,2.146932853,88.20023364,78.93272831
950,2.106551071,7.202507821,2.363639828,77.57856016,81.34409711
936,4.30549588,4.9563285,3.000931373,75.20475415,93.89081552
848,4.105940382,4.40864833,2.524463228,78.27825038,65.00120896
849,1.97673001,4.24910337,1.141089725,75.1896708,80.69389995
861,4.178561965,8.848306985,1.377256302,76.17170369,81.14130449
461,3.842203435,8.402017286,3.835268989,73.58571338,84.11014187
1004,2.745963404,16.55449227,5.738462834,74.62154291,83.15523516
470,4.109189029,15.31196456,1.007126183,79.46057193,72.55448115
657,2.678798238,18.15762003,1.917904769,77.16523783,69.4883466
478,3.681887542,6.430745406,3.045633345,74.07511532,70.07667194
747,2.301026665,6.491457283,2.247203193,73.68960949,82.89214025
1126,2.461498488,7.225399372,3.409153074,77.04371864,85.2698088
523,5.442476271,4.899807862,1.899100684,76.56963952,71.08299027
988,4.512227242,6.587605877,1.94351184,77.62547764,71.05284607
794,5.008104702,5.40714371,1.546294046,77.17851766,75.791145
877,2.124620528,2.585503567,1.956373604,78.59171025,84.57712675
774,2.864827984,6.783829107,1.293819493,77.23636014,76.05819309
1378,2.099322546,5.522724928,5.5228528,84.68253181,80.88828065
712,2.287923726,8.133874719,1.388340675,77.14780828,78.97534283
792,2.965233286,8.443308277,0.803503227,82.80530103,82.23959632
585,3.957809742,14.61044734,2.522460687,74.30341086,83.56683196
532,4.67531446,3.974067842,2.876788819,76.27601778,77.00465393
667,2.878905137,5.975842387,1.039842961,85.71187653,72.73446713
883,2.943956192,8.174336219,2.141178303,81.35644579,71.53373093
704,2.542179403,6.88548234,3.190783531,76.0649756,78.1411303
387,4.044001534,4.9944285,1.534726098,76.5187593,78.99972765
885,2.68442944,6.474552762,1.466167415,75.34688659,70.47016477
532,3.317003487,5.334736391,2.896902198,74.97804081,90.93450891
687,2.279176027,3.493126301,1.76802234,85.51439461,78.3656153
904,2.778267216,7.969853956,5.183052715,75.24366992,78.1925408
694,2.621295111,6.972287833,3.135423109,74.7104789,68.35613118
867,2.096600714,7.229304591,1.282747329,84.03213483,79.55630153
519,5.153973963,7.558646074,3.000454631,76.60404792,70.79335029
618,2.585696749,3.675481466,1.871609491,75.29959748,76.21822686
926,2.651224898,5.953540657,2.798648407,74.85633435,78.65418113
733,2.224237401,6.166301285,2.980517244,81.68681024,89.05996642
1320,2.460605593,6.232506999,1.655347246,76.17253213,80.88891188
1502,3.665411903,4.559112069,1.099310169,77.02054495,84.29548573
770,2.2608448,9.425363301,1.539468586,75.7964359,77.40665153
647,2.779780977,4.936869695,1.880226961,78.15482681,86.53535807
841,2.097121677,4.827057982,3.226556107,79.03348476,73.7462881
601,4.160284804,6.15274671,3.073902863,74.09406923,81.36837227
658,3.137810675,5.605862406,3.527232438,75.56128902,73.95844495
467,4.294448535,9.305484995,2.104590133,75.56208557,72.75369132
579,4.665784396,8.5663108,2.178749043,75.11385545,77.03496773
632,2.14858409,4.534232249,2.992974786,80.96468309,81.84145568
434,4.793285009,7.449600561,2.455851557,76.07027341,71.73887074
650,4.469736236,3.852011624,3.12879538,77.17567782,82.88326459
645,5.651827269,5.195856322,1.593564155,87.98494452,78.29502185
751,3.521349139,2.129485351,2.012107855,77.85006438,69.69794206
720,4.196882192,4.684563698,0.698003195,75.63322068,73.9808152
542,3.649898932,3.789291155,3.431684937,78.78352964,80.97436015
476,2.437609827,5.531853548,2.972378452,73.48561293,78.44618935
466,2.707967716,3.720174628,2.261862962,75.65193473,83.37616191
908,2.651802978,4.118199244,1.720117635,77.35692147,75.20615648
1299,5.66066882,14.70444288,1.594831035,75.55180205,68.64483412
572,4.751984583,6.834183606,2.36011529,76.365411,66.78680013
895,2.763412871,7.122420737,1.519331109,80.4985564,74.74598411
623,2.757700117,9.944112494,0.164962362,76.14647689,83.12250684
1488,5.044104432,6.816537418,2.287971625,76.61348633,71.48939218
717,2.576680424,7.21750355,2.951812585,78.00838851,80.59235909
693,2.594408312,5.459545693,1.307809658,75.97757477,80.15423568
472,2.538352549,4.768480476,2.011763734,75.46198967,77.54013406
748,5.835674549,2.185115517,2.481491619,76.90422199,82.56770713
859,2.500034933,7.289598218,1.399779439,77.64764104,67.01003802
885,3.490840245,5.678219257,2.473190911,76.69289495,87.22752616
1227,3.554146621,5.378627871,1.705668782,75.67025257,78.63055038
685,5.430190344,5.439440106,2.841804047,77.96534893,90.40078641
912,4.493759982,7.025457832,3.458603244,77.01443318,76.37786337
793,5.265928281,5.869576595,3.512349667,76.34369017,84.96201969
647,3.202703005,4.658129585,6.095644534,82.62841909,66.32242994
713,4.238405644,3.568699736,2.347329282,76.48644977,80.16976093
802,4.716405918,12.76904573,1.376670206,87.38526407,75.86325537
461,3.061761216,7.165254321,0.896337687,77.22456666,81.86103926
1292,2.000398811,3.056092555,2.692804483,81.09278634,77.99631354
458,2.77932342,13.36280524,1.576303504,77.44165477,89.06724044
674,3.091649428,4.374950404,2.921794118,83.84196302,78.49543914
1038,2.613387159,4.014415289,1.201980702,75.13262054,78.47846921
361,2.126902124,4.277435306,2.393912655,76.8986318,83.20332595
663,2.061800447,2.576128395,2.589570923,76.77568918,80.32849128
446,4.975179893,4.909988404,2.833818464,78.16765405,90.89362425
924,3.593089227,6.93404742,3.313844081,74.3424765,77.59134186
825,3.04193235,3.959586993,3.297622853,77.35573386,78.88213589
772,2.00148043,4.943112806,6.039048297,75.14726974,82.69574228
994,5.031661471,5.414262689,1.883497017,76.37004303,86.45979725
1142,3.814544911,8.569634313,0.997568785,79.19254606,77.59759848
764,2.533308707,8.620651672,0.760070264,75.77710578,83.44434518
537,4.892735385,8.109176711,1.325929494,77.27849263,77.48125092
930,2.426646258,8.144430911,3.182212471,76.52781233,80.43750759
642,3.228048723,7.40297159,2.705430768,77.43371261,86.62596798
1340,5.038853124,6.163269006,2.579854581,77.88559699,68.55487059
558,4.09447309,8.063545363,2.21201036,76.52385006,72.6908073
424,2.887835039,5.537057488,1.230042261,73.98825288,76.90054579
851,2.064738169,6.55797945,2.880577631,74.05122914,77.99980018
798,3.245835318,4.691709681,2.807247236,77.78564622,87.07278154
1419,2.22552656,5.924860069,1.071609921,77.48576196,85.59881456
813,3.068689283,1.513621209,2.161660881,77.56307076,71.03612996
409,3.916356529,5.922400717,2.479630855,78.57566552,79.04191622
679,2.30588101,8.371490015,2.832748832,82.66723958,77.21236482
597,3.906459098,6.762608356,2.741584832,75.02126542,73.7367568
484,3.84185861,4.903685131,2.814172835,76.67826615,88.9867044
383,2.719244296,6.393436756,1.268755891,76.84773634,73.51910347
972,2.740212143,5.468693449,4.020734012,77.66515579,81.05338684
867,4.068141717,7.335128012,3.402597609,88.16930175,85.64820484
794,3.800385115,13.63216327,2.486406556,78.36269842,85.91276112
696,2.954537828,5.683195766,2.078408239,74.9967325,75.69431452
521,3.701492926,7.131018789,2.789023821,75.16658604,78.06231963
729,2.378893887,11.28328821,1.552261144,73.6903892,87.98864033
1007,3.771152795,7.327709575,5.272088141,77.0411592,70.13375257
918,5.260520077,4.330070679,1.733414993,76.99809019,76.70190092
1465,3.798925324,5.925625242,1.365825779,75.09460341,80.44703398
519,4.810228516,4.658037272,1.423634389,76.13451252,76.45849338
760,2.000847295,5.798000291,3.434743239,74.73840164,65.98658277
449,2.549285704,4.350933155,3.233813178,77.40213272,80.48428177
512,4.697071314,4.868533928,0.892327009,74.94021175,71.71896313
565,3.43921843,12.03562935,1.418110457,76.32795898,89.32258187
663,2.504675501,3.862887203,3.089410258,76.45304909,70.89979147
821,4.415336324,9.134021179,2.066386507,76.86161033,84.51717893
747,3.121894545,4.253207803,1.979472416,88.87887177,87.50511272
668,2.676840685,6.086536586,1.21144996,85.04176623,89.22687274
874,3.496308755,6.353081217,1.159734296,82.23569037,83.48764647
537,4.626569364,3.415859484,2.526136486,76.63011484,83.61560896
733,3.538354396,3.951885394,0.941294816,78.44753967,73.2726363
481,4.00227243,6.414769892,2.62245543,76.51218219,79.7703121
496,4.845074483,15.46040695,2.552628819,76.18925782,82.93016446
441,3.48202584,6.854916289,2.908461359,76.24963805,68.6592273
612,4.599077846,9.789928672,2.084225479,75.39880099,81.47261003
1251,2.64839543,6.68001247,1.322660819,74.34417652,70.0978235
616,4.300438278,8.209496081,2.306282516,77.37583117,81.41159192
670,2.718810195,4.537760308,2.240761827,80.55843455,89.71187771
702,3.735523126,5.914806049,2.343504061,75.46582519,76.11134466
856,4.091792459,4.656707359,2.01014705,78.60419511,91.45221443
995,3.983973638,17.17920135,1.688969411,76.0914562,82.82375975
854,2.29866197,9.093801912,1.371096765,77.9286187,86.14035815
475,2.252152672,9.32067384,1.2488697,75.46110087,87.50891356
495,2.916072032,5.295716461,2.602063974,76.77701598,82.92151716
1273,4.581257293,5.127918353,1.322969347,78.80520551,88.43411568
845,2.015910365,5.395024725,1.892516793,74.44173528,73.011827
672,1.83498011,11.85285995,3.081954449,75.32239665,83.41267789
848,3.941243916,8.466223822,3.146222054,76.82625659,84.89513675
790,2.20133824,6.533743362,2.542283535,75.89748789,85.87837673
565,2.874321866,14.47957576,3.026680688,76.51212534,79.31081993
756,2.918155135,10.59431453,1.505825488,74.81570025,81.99455292
629,3.200757156,4.883725754,2.043423928,82.21208889,77.80529239
575,2.765933091,5.249213731,2.167234412,76.68586047,80.04791177
618,2.351443441,4.874818803,1.650618547,82.54795768,77.67252961
604,2.292444544,3.815419052,1.23221233,74.562692,78.46167441
717,3.425691258,4.028493687,2.244890534,76.66769853,82.0775328
466,2.54229771,11.41333308,2.333405112,79.00828746,67.87367918
736,2.532810735,4.127773243,2.001069492,74.56355565,69.28346096
605,2.622138467,6.582390121,2.211844996,73.42144359,69.31593931
754,4.571698616,5.012368259,1.774438494,77.37274644,79.0990761
728,2.268978643,4.769895353,1.158288887,77.13676221,72.48001839
534,4.230040669,4.887962906,1.676824138,77.13955129,81.66258263
754,0.374371704,4.572401618,2.243755682,74.07760684,78.58298492
587,1.138534879,6.361158511,2.629615175,76.26117455,75.7133558
668,3.883978285,10.75133515,3.238059228,75.86115192,81.1464507
535,2.630006622,6.679784568,1.82620242,83.21237456,71.17992876
735,2.345781103,5.121935546,1.616400379,76.45168726,75.53769838
989,2.676243325,7.85008466,1.289029053,77.75684647,79.57588511
1059,1.892911617,9.3879153,2.386384899,77.10027508,76.34183497
751,4.389101919,10.21421511,6.14227036,76.06718273,67.64077027
915,4.008496774,5.455346274,2.498977717,84.61274189,89.25638403
824,2.915403972,3.918087219,2.365288069,76.30814475,76.8604144
557,1.948449252,2.837140011,1.680777414,84.83993934,76.91196531
651,3.032999588,5.965318611,2.428607033,77.41850038,79.09857705
430,2.807493115,4.429652329,3.405870218,75.20734255,83.2721859
1138,2.807651347,4.902629375,1.432317669,76.5186623,67.38245729
723,2.543279941,7.627576826,2.655264667,80.86342323,81.56291989
1420,4.076719001,8.949726107,4.678821775,76.63765434,92.77624874
480,2.902375316,4.069584297,2.094953788,83.70807727,76.29379048
1221,2.220140117,6.993607523,1.595261776,85.01717758,81.4506714
852,3.832447274,6.903192681,1.749999987,76.91732725,72.53782059
1165,4.864108508,5.305383521,1.036314823,77.68235475,82.16339923
1224,2.214727486,5.869446739,1.721887631,82.98158331,78.93874198
955,2.395127241,6.369332885,1.982329054,74.62443292,80.34982259
549,4.135452408,5.672168923,2.718777235,78.42308018,88.29892575
495,4.595954516,6.535820577,2.983434817,74.91372191,88.45590071
1068,3.373208273,2.091514926,5.49831702,84.29786438,80.86583634
669,4.004560335,6.561593186,2.223433984,84.01618937,71.45269552
463,2.147085536,8.838759873,2.537122951,74.49738754,83.26936584
531,4.054509762,7.939257201,3.205985064,78.37061387,81.84166301
539,4.618324005,6.70136373,2.678969882,77.85173889,81.94960258
616,2.977010337,2.323353036,2.162494997,76.99580637,77.1261818
609,1.986932343,5.911557269,2.341821436,74.80752083,76.71593836
1000,2.658024941,6.695793252,3.468934931,73.45663062,84.68804433
752,2.786449258,4.987278535,1.382279306,77.57170003,83.33286847
493,3.611864995,5.96006489,2.837101538,74.35848392,75.25495088
464,4.351772678,5.83368385,1.533200621,74.12349543,72.25339654
